cell_id,workload,treatment,threads,load_fraction,offered_rate_requests_s,target_duration_s,successful_requests,success_rate,p95_ttft_ms,p95_itl_ms,p99_e2e_ms,total_energy_j,slo_pass,slo_good_output_tokens_per_joule,valid,execution_valid,sample_sufficient
policy-medium-load-0p25-threads-4-batch-4,medium,threads-4-batch-4,4,0.25,0.011111111111111112,1080.0,12,0.9230769230769231,11444.594383239746,105.0110388928511,24781.85224533081,7840.38,False,0.0,True,True,True
policy-medium-load-0p25-threads-4-batch-2,medium,threads-4-batch-2,4,0.25,0.011111111111111112,1080.0,12,1.0,10670.835256576538,101.26759856939316,23633.76259803772,7597.86,False,0.0,True,True,True
